,x (geom),y (geom),radius,x (center),y (center),thresh (respect),thresh (absolute),Mapped,cross15,fdr
0,8.0,2.0,1.0525789514234036,8.0,2.0,1.0125583123259194,73.25451138234854,,True,-0.18552168930858381
1,33.0,21.0,1.131370849898476,33.0,21.0,1.607383840849464,69.77849251199729,,False,-0.011902226638159652
2,70.0,56.0,1.131370849898476,70.0,56.0,1.514880660064929,112.05848639679664,,False,-0.3394738932774082
3,87.0,80.0,1.131370849898476,87.0,80.0,2.2467439212981186,88.73774447027331,,False,0.21460017770801842
4,124.0,114.0,1.131370849898476,124.0,114.0,2.1120341535356313,107.75104546125316,,False,0.23815872662398085
5,133.0,124.0,1.0525789514234036,133.0,124.0,1.6403019567979868,87.5738822727618,,False,-0.24669265021240872
6,150.0,140.0,1.131370849898476,150.0,140.0,1.2224164761719907,99.44201940706013,,False,0.23815872662398085
7,160.0,150.0,1.131370849898476,160.0,150.0,1.4099736665973772,122.54270159757534,,False,0.23815872662398085
8,167.0,160.0,1.131370849898476,167.0,160.0,1.0562998924342692,100.00242301701468,,False,0.21460017770801842
9,179.0,170.0,1.131370849898476,179.0,170.0,1.4134662442437276,98.97146106628583,,False,-0.24669265021240872
10,204.0,197.0,1.0525789514234036,203.0,197.0,1.608446858645365,110.54462499612961,,True,-0.18552168930858381
11,198.0,186.0,1.131370849898476,198.0,186.0,1.209714689562553,77.7938182758376,,True,-0.011902226638159652
12,186.0,179.0,1.131370849898476,186.0,179.0,1.935976898033969,140.2257610013306,,False,0.21460017770801842
13,212.0,205.0,1.131370849898476,212.0,205.0,3.1088135355576507,78.60606886395057,,True,0.21460017770801842
14,216.0,208.0,1.0525789514234036,216.0,208.0,1.436993371273286,96.83154943181408,,True,0.03787319650849941
15,217.0,204.0,1.131370849898476,217.0,204.0,1.6390044172936515,84.03786404764624,,True,-0.41477640381865655
16,224.0,216.0,1.131370849898476,224.0,216.0,1.7054381235693947,104.85158533726083,,True,0.03787319650849941
17,234.0,225.0,1.131370849898476,234.0,225.0,3.2678700170150488,107.00025706304022,,True,-0.24669265021240872
18,263.0,253.0,1.131370849898476,263.0,253.0,2.1515227233244945,88.00099690104872,,False,0.23815872662398085
19,272.0,262.0,1.131370849898476,272.0,262.0,1.253403976581101,92.40374958035923,,False,0.23815872662398085
20,287.0,280.0,1.0525789514234036,287.0,280.0,1.4131715301983327,66.0486463743054,,True,0.21460017770801842
21,293.0,289.0,1.131370849898476,293.0,289.0,1.2582479906482082,118.86868388780096,,True,0.22135683185329003
22,316.0,306.0,1.131370849898476,316.0,306.0,1.19330593560227,109.60030430952189,,True,0.23815872662398085
23,325.0,317.0,1.131370849898476,325.0,317.0,4.166659724660322,110.72906408721988,,True,0.03787319650849941
24,330.0,320.0,1.0525789514234036,330.0,320.0,3.2814129233271707,68.63073945685218,,True,0.23815872662398085
25,340.0,326.0,1.131370849898476,340.0,326.0,1.238794973263263,70.62913511775713,,True,-0.3394738932774082
26,331.0,325.0,1.0525789514234036,331.0,325.0,1.0259195488565844,93.95295309581616,,True,-0.18552168930858381
27,360.0,356.0,1.131370849898476,360.0,356.0,1.8331397946007393,131.29935228851298,,False,0.22135683185329003
28,346.0,340.0,1.131370849898476,346.0,339.0,1.482690300443108,134.82050783901488,,True,0.21460017770801842
29,356.0,346.0,1.131370849898476,356.0,346.0,1.43132063168096,158.96123699526706,,True,0.23815872662398085
30,374.0,370.0,1.131370849898476,374.0,370.0,1.6837369847308246,175.21567713228293,,False,0.22135683185329003
