,x (geom),y (geom),radius,x (center),y (center),thresh (respect),thresh (absolute),Mapped,cross15,fdr
0,34.0,24.0,1.131370849898476,34.0,24.0,1.103731565999131,79.11096672697154,,False,0.2902377495939864
1,44.0,34.0,1.131370849898476,44.0,34.0,2.0724868293760896,89.88947261109384,,False,0.2902377495939864
2,59.0,51.0,1.131370849898476,59.0,51.0,2.0259180325906763,116.59020870881125,,False,0.1591648567642029
3,51.0,45.0,1.131370849898476,51.0,45.0,1.1112562926369371,152.30323171250015,,False,-0.5840581633027198
4,72.0,67.0,1.131370849898476,72.0,67.0,1.3398447641129083,142.38136796464863,,False,-0.12171083639798219
5,78.0,72.0,1.0525789514234036,78.0,72.0,1.181966810662467,136.468471116745,,False,-0.5840581633027198
6,95.0,84.0,1.131370849898476,95.0,84.0,1.1785522602542022,80.52064448335484,,True,-0.06778531963168444
7,106.0,96.0,1.131370849898476,106.0,96.0,3.244116882561217,107.72455243880681,,True,0.2902377495939864
8,123.0,107.0,1.131370849898476,123.0,107.0,1.6662551989046541,70.40797677898692,,False,0.31038070075766844
9,127.0,122.0,1.131370849898476,127.0,122.0,1.5187056400786674,90.08574173213647,,False,-0.12171083639798219
10,136.0,127.0,1.131370849898476,136.0,127.0,1.3912563424715176,81.59120055599388,,False,0.04986137167436766
11,148.0,136.0,1.131370849898476,148.0,136.0,1.5711919474433071,67.9520487471466,,False,-0.11848623236599831
12,161.0,154.0,1.0525789514234036,161.0,154.0,1.144589879973724,77.74318148471899,,True,0.22022864794525354
13,171.0,162.0,1.131370849898476,171.0,162.0,2.1609605326805745,84.9773428421408,,True,0.04986137167436766
14,180.0,173.0,1.131370849898476,180.0,173.0,9.109958381300231,255.0,,True,0.22022864794525354
15,182.0,178.0,1.131370849898476,181.0,178.0,1.353601589448315,127.84075212653582,,True,0.0712766319039283
16,209.0,202.0,1.131370849898476,209.0,202.0,3.038107138901844,117.87368103018927,,True,0.22022864794525354
17,220.0,215.0,1.131370849898476,220.0,215.0,1.055756693595954,94.65033828737079,,True,-0.12171083639798219
18,231.0,222.0,1.131370849898476,231.0,222.0,2.146254135089081,66.61994446414359,,False,0.04986137167436766
19,254.0,245.0,1.131370849898476,254.0,245.0,1.132676807597107,120.87900662034566,,False,0.04986137167436766
20,262.0,250.0,1.131370849898476,262.0,250.0,2.0614226795268613,66.58757600447859,,False,-0.11848623236599831
21,262.0,254.0,1.131370849898476,261.0,254.0,1.241137973867005,106.47054958612026,,False,0.22022864794525354
22,274.0,270.0,1.131370849898476,274.0,270.0,1.1255556542079024,219.77759604286376,,False,0.1377280331977625
23,286.0,275.0,1.0525789514234036,286.0,275.0,2.616635861973506,80.49547023202308,,True,-0.06778531963168444
