,x (geom),y (geom),radius,x (center),y (center),thresh (respect),thresh (absolute),Mapped,cross15,fdr
0,26.0,22.0,1.131370849898476,26.0,22.0,3.1408449411357946,183.59339385574958,,True,0.3376597933917006
1,27.0,16.0,1.131370849898476,26.0,15.0,1.2079125254052474,90.30020100875467,,True,0.2799064398339427
2,28.0,5.0,1.131370849898476,28.0,5.0,2.378174208348454,113.77864342455507,,True,0.7499009773965539
3,33.0,20.0,1.131370849898476,33.0,20.0,9.654283262748692,112.8912066546683,,True,0.07837098256904318
4,45.0,37.0,1.131370849898476,45.0,37.0,19.642788900219674,85.37737595853444,,True,-0.4283392600579632
5,81.0,75.0,1.0525789514234036,81.0,75.0,9.669396381146331,92.84680570722794,,True,0.14836981570600094
6,90.0,75.0,1.0525789514234036,90.0,75.0,inf,255.0,,True,0.2929195751777762
7,73.0,64.0,1.131370849898476,73.0,64.0,4.729648584300772,105.25929123696106,,True,0.11562928507675807
8,95.0,81.0,1.131370849898476,95.0,81.0,inf,136.31118424048444,,True,0.10488445809232061
9,122.0,113.0,1.131370849898476,122.0,113.0,1.499938881205511,88.33829254049441,,False,0.11562928507675807
10,132.0,126.0,1.0525789514234036,132.0,126.0,1.9858272731071183,71.449869411695,,False,0.14836981570600094
11,143.0,126.0,1.131370849898476,143.0,126.0,1.6674090273178672,71.18429916724341,,False,-2.492299217536048
12,126.0,122.0,1.131370849898476,126.0,122.0,1.3278610803125215,203.16762774467438,,False,0.3376597933917006
13,171.0,162.0,1.131370849898476,171.0,162.0,1.2671377638333308,107.57510038422963,,False,0.11562928507675807
14,186.0,175.0,1.131370849898476,186.0,175.0,2.0695132407334085,118.54615150237953,,False,0.2799064398339427
15,201.0,193.0,1.0525789514234036,200.0,193.0,1.1294213345529163,94.83229105350568,,False,0.13755105226179087
16,193.0,186.0,1.131370849898476,193.0,186.0,1.003109294170919,107.9304821310097,,False,0.13755105226179087
17,207.0,200.0,1.0525789514234036,207.0,200.0,2.0611993757709928,108.78719963507577,,False,0.13755105226179087
18,207.0,193.0,1.131370849898476,207.0,193.0,2.8592331034144194,72.25496471023587,,False,0.10488445809232061
19,215.0,208.0,1.131370849898476,215.0,208.0,1.7780409134479893,116.15750415176471,,True,0.13755105226179087
20,234.0,225.0,1.131370849898476,234.0,225.0,2.9170897747125966,68.5415699259693,,True,0.11562928507675807
21,238.0,225.0,1.131370849898476,238.0,225.0,2.479133526758217,80.90457344873668,,True,0.07837098256904318
22,249.0,241.0,1.0525789514234036,249.0,240.0,1.0818792132490296,68.48948621574559,,True,0.11562928507675807
23,241.0,234.0,1.131370849898476,240.0,234.0,1.3151141060929559,67.77887387839036,,True,0.14836981570600094
24,252.0,238.0,1.0525789514234036,252.0,238.0,6.7817057401882295,119.35608146389843,,True,0.10488445809232061
25,257.0,253.0,1.131370849898476,257.0,253.0,1.5506026452113655,217.36239147116223,,True,0.3376597933917006
26,262.0,255.0,1.131370849898476,262.0,255.0,1.110930751107669,70.96497962082981,,True,0.13755105226179087
27,281.0,274.0,1.131370849898476,281.0,274.0,1.7707251293965158,79.63432645334147,,False,0.13755105226179087
28,271.0,267.0,1.131370849898476,271.0,266.0,1.5968560787339758,158.0003515744664,,True,-0.10345573548477494
29,267.0,259.0,1.0525789514234036,267.0,259.0,1.6957425114813018,82.02429342799263,,True,-0.4283392600579632
30,292.0,281.0,1.131370849898476,292.0,281.0,2.027455044984491,127.64147021382837,,False,0.2799064398339427
31,296.0,283.0,1.0525789514234036,296.0,283.0,1.0642408132506314,73.60547200979495,,False,0.07837098256904318
32,305.0,292.0,1.131370849898476,305.0,292.0,1.2286361142303908,131.2171045030987,,False,0.07837098256904318
33,313.0,304.0,1.131370849898476,313.0,304.0,1.2926239137273228,96.57947961749115,,False,0.11562928507675807
34,323.0,315.0,1.131370849898476,323.0,315.0,1.2308173674252239,71.21643735965205,,True,-0.4283392600579632
35,329.0,314.0,1.131370849898476,329.0,314.0,1.3527106905779098,78.26478538929575,,True,0.2929195751777762
36,338.0,331.0,1.131370849898476,337.0,331.0,1.6392811309627866,69.63948341426784,,True,0.14836981570600094
37,342.0,338.0,1.131370849898476,342.0,337.0,8.442190865803036,64.41349014462743,,True,-0.10345573548477494
38,349.0,343.0,1.131370849898476,348.0,343.0,1.515027369098764,83.10623041365108,,True,-0.10345573548477494
39,354.0,350.0,1.131370849898476,354.0,350.0,1.02484382319119,73.11988276387976,,True,0.3376597933917006
40,368.0,361.0,1.131370849898476,368.0,361.0,1.912672856345675,108.98319721876413,,True,0.13755105226179087
41,374.0,368.0,1.131370849898476,374.0,368.0,15.31949765906829,127.42964446027882,,True,0.14836981570600094
42,379.0,368.0,1.0525789514234036,379.0,368.0,4.768022843755917,90.3706259666212,,True,0.2799064398339427
43,383.0,373.0,1.0525789514234036,382.0,373.0,1.1325425240098617,95.77459337872949,,True,0.11562928507675807
44,383.0,368.0,1.0525789514234036,382.0,368.0,7.686809939572924,118.73488196135104,,True,0.10488445809232061
