,x (geom),y (geom),radius,x (center),y (center),thresh (respect),thresh (absolute),Mapped,cross15,fdr
0,29.0,12.0,1.0525789514234036,29.0,12.0,6.022045455771233,218.21086684808338,,True,0.28975810751988296
1,27.0,9.0,1.0525789514234036,27.0,9.0,1.6580657177463727,65.79965202914744,,True,-0.8184437495156878
2,16.0,2.0,1.131370849898476,16.0,2.0,2.1279438123299967,89.92586830460897,,True,0.07733124654946766
3,6.0,2.0,1.131370849898476,6.0,2.0,4.0276825239538265,215.39890463053456,,True,0.1385941075067173
4,29.0,4.0,1.0525789514234036,29.0,4.0,2.3988327138659167,104.94606555663829,,True,0.9314572606668232
5,32.0,20.0,1.0525789514234036,32.0,20.0,12.502332921434542,249.8950025088799,,True,-0.08252384837893278
6,36.0,30.0,1.0525789514234036,35.0,30.0,1.235284685632554,73.15560621380209,,True,0.16682458657494714
7,40.0,23.0,1.0525789514234036,40.0,23.0,14.982186406025809,92.35815136859,,True,0.28975810751988296
8,41.0,37.0,1.131370849898476,41.0,37.0,7.378502996159767,95.85151827290878,,True,0.1385941075067173
9,41.0,26.0,1.131370849898476,41.0,26.0,3.8443488641235875,75.67856104708221,,True,-0.4748374367208197
10,44.0,36.0,1.0525789514234036,44.0,36.0,4.836559500404402,67.10944803198818,,True,-0.09738868578969972
11,50.0,36.0,1.131370849898476,50.0,36.0,26.808730784017218,75.40190089666908,,True,0.07733124654946766
12,74.0,66.0,1.131370849898476,73.0,65.0,2.484884165878502,66.51373600993094,,True,-0.09738868578969972
13,122.0,113.0,1.131370849898476,122.0,113.0,1.8285847663672048,74.93563876966293,,False,-0.11779482841006983
14,142.0,134.0,1.131370849898476,142.0,134.0,2.0176065676475132,66.48071778703083,,False,-0.09738868578969972
15,161.0,152.0,1.131370849898476,161.0,152.0,2.1628010413080023,113.55619492050853,,False,-0.11779482841006983
16,170.0,163.0,1.131370849898476,170.0,163.0,1.057765919728421,105.03206860901109,,False,0.23984391462503107
17,186.0,175.0,1.131370849898476,186.0,174.0,1.8372747357041062,97.89427914957832,,False,-0.08252384837893278
18,207.0,200.0,1.0525789514234036,207.0,200.0,1.1692289741495874,78.09643899402329,,False,0.23984391462503107
19,207.0,193.0,1.131370849898476,207.0,193.0,2.787567463549044,69.28025585015328,,False,0.07733124654946766
20,212.0,203.0,1.131370849898476,212.0,203.0,2.3193516760551196,65.92199414249265,,True,-0.11779482841006983
21,214.0,208.0,1.131370849898476,214.0,208.0,1.4763302428783478,104.59818354364128,,True,-0.11535187554737258
22,223.0,216.0,1.131370849898476,223.0,216.0,1.6249630874593524,149.30710144216172,,True,0.23984391462503107
23,238.0,225.0,1.131370849898476,238.0,225.0,2.399250017277558,78.6958231278518,,True,0.15924902713165678
24,255.0,249.0,1.131370849898476,255.0,249.0,2.977175957298346,85.1703664914317,,True,-0.11535187554737258
25,257.0,253.0,1.131370849898476,257.0,253.0,2.5197052625251093,247.9362799192725,,True,0.1385941075067173
26,269.0,258.0,1.0525789514234036,269.0,258.0,1.6236852841908003,65.68463570567422,,True,-0.20412727770393002
27,267.0,254.0,1.131370849898476,266.0,253.0,2.08387274079178,65.87775940642001,,True,0.15924902713165678
28,272.0,262.0,1.131370849898476,272.0,262.0,1.9278212078085528,73.35355314486847,,True,-0.016560928956087295
29,281.0,274.0,1.131370849898476,281.0,274.0,1.590959969267762,102.80237977321524,,False,0.23984391462503107
30,292.0,281.0,1.131370849898476,292.0,281.0,1.2811153126413544,147.07104050072107,,False,-0.20412727770393002
31,305.0,292.0,1.131370849898476,305.0,292.0,1.1727916310704243,150.77386720698874,,False,0.15924902713165678
32,313.0,305.0,1.131370849898476,313.0,305.0,2.1447096429492754,112.0581710543421,,False,-0.09738868578969972
33,330.0,313.0,1.131370849898476,330.0,313.0,2.2181294102178577,67.59498664659935,,True,0.28975810751988296
34,342.0,338.0,1.131370849898476,342.0,338.0,6.617425778112806,73.23020507862107,,True,0.1385941075067173
35,338.0,332.0,1.131370849898476,338.0,332.0,1.0527951341785706,67.77093059333156,,True,-0.11535187554737258
36,382.0,373.0,1.131370849898476,382.0,373.0,2.977150350584262,90.93949455269912,,True,-0.11779482841006983
37,410.0,403.0,1.131370849898476,410.0,403.0,1.892691987739477,124.74659831049114,,True,0.23984391462503107
38,421.0,414.0,1.131370849898476,421.0,414.0,3.7137050163242176,75.30394368268304,,True,0.23984391462503107
39,424.0,417.0,1.0525789514234036,424.0,417.0,2.3414534403716756,65.34606980428153,,True,0.23984391462503107
40,421.0,410.0,1.0525789514234036,421.0,410.0,6.3703115174364795,97.54102520186028,,True,-0.20412727770393002
