,x (geom),y (geom),radius,x (center),y (center),thresh (respect),thresh (absolute),Mapped,cross15,fdr
0,34.0,23.0,1.0525789514234036,34.0,23.0,1.2802014810290312,79.3220667019257,,False,-0.14092377138288814
1,48.0,40.0,1.131370849898476,48.0,40.0,1.0373530398356074,106.76187631346083,,False,0.20578895000348618
2,59.0,50.0,1.131370849898476,59.0,50.0,1.0968869266392778,118.81564705086726,,False,0.04792451197015524
3,85.0,78.0,1.0525789514234036,85.0,78.0,1.4157847782949373,100.26205163335506,,False,-0.056300173314458135
4,85.0,74.0,1.131370849898476,85.0,74.0,1.3158556891723736,77.13252394468388,,False,-0.14092377138288814
5,114.0,104.0,1.0525789514234036,114.0,104.0,1.2550858615940812,75.12742161583841,,False,-0.12157215107212682
6,123.0,113.0,1.131370849898476,123.0,113.0,1.0792970234077812,68.04822305716011,,False,-0.12157215107212682
7,126.0,114.0,1.131370849898476,126.0,114.0,1.1211555251542609,78.86535367460868,,False,0.3531983071155357
8,135.0,127.0,1.131370849898476,135.0,127.0,1.1396861047158935,78.80147365856293,,False,0.20578895000348618
9,142.0,129.0,1.0525789514234036,141.0,129.0,1.4679512734500506,77.58213071763662,,False,0.3531983071155357
10,145.0,135.0,1.0525789514234036,145.0,135.0,1.2001936629498646,78.9010140903179,,False,-0.12157215107212682
11,154.0,146.0,1.131370849898476,154.0,146.0,1.2144265376267485,87.80996922752473,,False,0.20578895000348618
12,157.0,149.0,1.131370849898476,157.0,149.0,1.336754827646096,113.67435207477467,,False,0.20578895000348618
13,159.0,154.0,1.0525789514234036,159.0,154.0,1.7663447228584874,104.56899243735779,,False,-0.93598088980301
14,163.0,153.0,1.131370849898476,163.0,153.0,2.0029911628636548,76.10698824603745,,False,-0.12157215107212682
15,180.0,172.0,1.131370849898476,180.0,172.0,1.6356249773934612,111.11399084797088,,False,0.20578895000348618
16,191.0,171.0,1.0525789514234036,191.0,171.0,9.735525742116145,91.77041338647497,,False,0.18148640838060703
17,194.0,186.0,1.131370849898476,194.0,186.0,1.2966456974580034,76.8183306536506,,False,0.20578895000348618
18,197.0,187.0,1.0525789514234036,197.0,187.0,1.2005824606110338,75.86899256519358,,False,-0.12157215107212682
19,191.0,181.0,1.0525789514234036,191.0,181.0,1.6605217703327497,101.08536230394249,,False,-0.12157215107212682
20,222.0,209.0,1.0525789514234036,222.0,209.0,1.1548211520052334,69.5798559322261,,False,-0.818282941435627
