,x (geom),y (geom),radius,x (center),y (center),thresh (respect),thresh (absolute),Mapped,cross15,fdr
0,45.0,34.0,1.131370849898476,45.0,34.0,1.7545069906870472,101.59872160564515,,False,0.09688128190010814
1,51.0,44.0,1.131370849898476,51.0,44.0,1.646725923685694,144.72797641182746,,False,0.2540352008448197
2,59.0,51.0,1.131370849898476,59.0,51.0,1.1855327073585262,79.71002304112268,,False,0.1273622104115152
3,72.0,65.0,1.131370849898476,71.0,65.0,1.8964191423288963,109.59365472427862,,False,-0.45756208451541225
4,96.0,85.0,1.131370849898476,96.0,85.0,1.9435641699365727,121.67118531369678,,True,0.09688128190010814
5,96.0,81.0,1.131370849898476,96.0,81.0,2.130581232684515,85.04218234868512,,True,-1.284018699848005
6,106.0,96.0,1.131370849898476,106.0,96.0,4.144247391519444,119.38046072306314,,True,0.3412387314004198
7,136.0,126.0,1.131370849898476,136.0,126.0,1.5781190453996121,90.45716608386871,,False,0.3412387314004198
8,148.0,136.0,1.131370849898476,148.0,136.0,1.6712647341263154,114.72124445331139,,False,-1.4112347702936598
9,153.0,148.0,1.131370849898476,153.0,148.0,1.2140882799643131,130.99756120852663,,False,-0.11912338125567956
10,162.0,155.0,1.131370849898476,162.0,155.0,1.6891708810665993,93.81731242908452,,True,0.2540352008448197
11,170.0,162.0,1.131370849898476,170.0,162.0,2.146088791625552,95.94243403494762,,True,0.1273622104115152
12,179.0,175.0,1.131370849898476,179.0,175.0,8.013920434023243,171.88419009982846,,True,0.42089651217131885
13,209.0,202.0,1.0525789514234036,209.0,202.0,2.319824036023383,100.30040992637922,,True,0.2540352008448197
14,215.0,209.0,1.0525789514234036,215.0,209.0,1.0249127076393578,113.16005958415528,,True,-0.45756208451541225
15,220.0,215.0,1.131370849898476,220.0,215.0,1.335990676248345,119.09327926081461,,True,-0.11912338125567956
16,220.0,209.0,1.0525789514234036,220.0,209.0,1.633493660228943,64.06601865850931,,True,0.09688128190010814
17,232.0,221.0,1.131370849898476,232.0,221.0,2.699129811078533,196.0400843543369,,False,0.09688128190010814
18,235.0,231.0,1.131370849898476,235.0,231.0,1.2399422655361925,75.40754185680115,,False,0.42089651217131885
19,251.0,245.0,1.0525789514234036,251.0,245.0,1.080276592848889,80.80832481368678,,False,-0.45756208451541225
20,255.0,245.0,1.131370849898476,255.0,245.0,1.3272128098577136,77.84726071206738,,False,0.3412387314004198
21,268.0,261.0,1.0525789514234036,268.0,261.0,2.3196409896712233,117.82374748733383,,False,0.2540352008448197
22,288.0,264.0,1.131370849898476,288.0,264.0,8.182714451080937,96.48296438100819,,True,0.7789142620561667
23,294.0,290.0,1.131370849898476,293.0,290.0,3.502268380995547,89.71558108313488,,True,-1.6332076635003774
24,300.0,290.0,1.131370849898476,300.0,290.0,2.52563925995123,87.46186688281463,,True,0.3412387314004198
25,321.0,311.0,1.131370849898476,321.0,311.0,2.343777002313992,109.0865964197838,,True,0.3412387314004198
26,311.0,306.0,1.131370849898476,311.0,306.0,1.4190806896555432,158.48261538254602,,True,-0.11912338125567956
27,358.0,351.0,1.131370849898476,358.0,351.0,1.6749323461320023,100.86628207745291,,False,0.2540352008448197
28,382.0,363.0,1.131370849898476,382.0,363.0,2.093284476847661,88.6353657537483,,False,0.3375431999634233
29,388.0,382.0,1.131370849898476,388.0,382.0,2.6795822709480164,144.23386006854386,,False,-0.45756208451541225
30,396.0,388.0,1.131370849898476,395.0,388.0,2.2335334307409536,74.33143896505106,,False,0.2540352008448197
31,402.0,389.0,1.131370849898476,402.0,389.0,2.5704326295121893,125.38281055678978,,False,-0.98046140970437
32,421.0,414.0,1.0525789514234036,421.0,414.0,3.0701675752382314,69.97040440718541,,True,0.2540352008448197
33,422.0,418.0,1.131370849898476,421.0,417.0,3.7696924370768383,105.02721201548472,,True,0.42089651217131885
34,428.0,422.0,1.131370849898476,428.0,422.0,7.37778740952676,143.31678476300192,,True,-0.45756208451541225
35,431.0,423.0,1.0525789514234036,431.0,423.0,7.037334800607337,225.94229316028094,,True,0.1273622104115152
36,437.0,428.0,1.131370849898476,437.0,428.0,8.165978998501718,190.3217150376449,,True,0.12932979816326962
37,441.0,431.0,1.0525789514234036,441.0,431.0,12.821457342027408,196.59717542600515,,True,0.3412387314004198
38,441.0,437.0,1.0525789514234036,441.0,437.0,1.561923892758141,166.35201681949505,,True,0.42089651217131885
39,446.0,439.0,1.131370849898476,446.0,439.0,5.520854823557488,255.0,,True,0.2540352008448197
40,473.0,465.0,1.131370849898476,472.0,465.0,1.033737636478262,76.00561275191255,,False,0.2540352008448197
41,485.0,476.0,1.131370849898476,485.0,475.0,1.9356791622781744,90.87118321442574,,False,0.3412387314004198
42,496.0,485.0,1.131370849898476,496.0,485.0,2.4161637071166435,144.05946258218967,,False,0.09688128190010814
43,501.0,495.0,1.131370849898476,500.0,495.0,1.462812896248591,126.66119320773248,,False,-0.11912338125567956
44,521.0,514.0,1.131370849898476,521.0,514.0,1.4439541035111412,76.49919064404408,,False,0.2540352008448197
45,524.0,515.0,1.131370849898476,524.0,515.0,1.2127392457926387,76.09234480181851,,False,0.12932979816326962
46,527.0,517.0,1.131370849898476,527.0,516.0,1.218385280054108,69.59040030832006,,False,0.09688128190010814
47,541.0,532.0,1.131370849898476,541.0,532.0,1.7408678880626476,82.67578075159986,,False,0.12932979816326962
48,577.0,572.0,1.131370849898476,577.0,572.0,4.412283763636468,96.593901666898,,True,-0.11912338125567956
49,581.0,572.0,1.131370849898476,581.0,572.0,1.292063018592016,139.0284118617199,,True,0.12932979816326962
50,571.0,563.0,1.131370849898476,571.0,563.0,1.178570182721206,162.52464628327175,,True,0.1273622104115152
51,591.0,586.0,1.131370849898476,591.0,586.0,1.2280237518526236,149.50167093222737,,True,-0.11912338125567956
52,591.0,580.0,1.0525789514234036,591.0,580.0,2.1886742673595667,103.47395244915127,,True,0.09688128190010814
53,603.0,599.0,1.131370849898476,602.0,599.0,4.368343174135124,102.22885595694737,,True,-1.6332076635003774
54,607.0,591.0,1.131370849898476,607.0,591.0,2.660621247563018,82.56781704032284,,True,-0.7168017795239596
55,621.0,611.0,1.131370849898476,621.0,611.0,1.6941735761157366,76.88320248509532,,True,0.3412387314004198
56,648.0,635.0,1.131370849898476,648.0,635.0,2.4119933156664923,71.88422694600324,,True,-0.98046140970437
57,641.0,635.0,1.0525789514234036,640.0,635.0,1.4350256517712752,94.86045001810163,,True,-0.11912338125567956
58,635.0,631.0,1.131370849898476,635.0,630.0,2.48032464317822,167.39249120695771,,True,-0.11912338125567956
59,660.0,650.0,1.131370849898476,660.0,650.0,1.4587203155456816,87.84385172186494,,False,0.3412387314004198
60,649.0,641.0,1.131370849898476,648.0,641.0,1.4220588937598815,90.15370172159317,,False,0.2540352008448197
61,671.0,664.0,1.0525789514234036,671.0,664.0,1.9324617511748516,79.28966253154286,,True,0.2540352008448197
62,696.0,687.0,1.0525789514234036,696.0,687.0,3.457570880666439,76.10656309771652,,True,0.12932979816326962
63,721.0,714.0,1.131370849898476,721.0,714.0,1.121655953925176,147.36588599685464,,False,0.2540352008448197
64,751.0,744.0,1.131370849898476,750.0,744.0,1.0647653787459166,110.70386518306417,,True,-0.45756208451541225
65,762.0,757.0,1.131370849898476,762.0,757.0,2.446497632790705,120.23501554018992,,True,-0.11912338125567956
66,756.0,752.0,1.131370849898476,756.0,752.0,1.5759618635447195,189.81479581381413,,True,0.42089651217131885
67,762.0,752.0,1.0525789514234036,762.0,752.0,5.299728943584805,160.29150622378972,,True,0.3412387314004198
68,756.0,745.0,1.131370849898476,756.0,745.0,1.7559837048975522,96.7200481043697,,True,0.09688128190010814
69,745.0,736.0,1.131370849898476,745.0,736.0,1.065686952902949,127.29895577574017,,True,0.12932979816326962
70,767.0,757.0,1.131370849898476,767.0,757.0,21.024197964351423,84.02121695885398,,True,0.3412387314004198
71,780.0,771.0,1.131370849898476,780.0,771.0,1.6385710287093478,80.36125635379926,,True,0.12932979816326962
72,790.0,780.0,1.131370849898476,790.0,780.0,1.049714003324379,90.81391814242183,,True,0.3412387314004198
73,807.0,797.0,1.131370849898476,807.0,797.0,1.4455501143402483,68.93830171717745,,False,0.3412387314004198
74,810.0,799.0,1.0525789514234036,810.0,799.0,1.3290856647628626,79.04114179221554,,False,0.09688128190010814
75,832.0,823.0,1.0525789514234036,832.0,823.0,2.64027932305177,108.8760117815889,,False,0.12932979816326962
76,840.0,833.0,1.131370849898476,840.0,833.0,1.4087856550208644,124.72250751656128,,False,0.2540352008448197
77,831.0,819.0,1.131370849898476,831.0,819.0,1.428255610925754,143.80376192333972,,False,-1.4112347702936598
78,848.0,842.0,1.131370849898476,848.0,842.0,1.6066020910924919,111.99452955862789,,False,-0.45756208451541225
79,857.0,849.0,1.0525789514234036,857.0,849.0,1.2496014581877113,104.79982229640562,,True,0.1273622104115152
80,868.0,856.0,1.131370849898476,868.0,856.0,3.897641433374698,68.25045787903846,,True,-1.4112347702936598
81,868.0,850.0,1.131370849898476,868.0,850.0,7.264347300776221,84.019550927303,,True,0.08134615619938423
82,878.0,869.0,1.131370849898476,878.0,869.0,2.2652717967850062,131.9524896254852,,True,0.12932979816326962
83,878.0,864.0,1.131370849898476,878.0,864.0,2.5784447581730117,77.88929208621367,,True,-1.9860302281330906
