,x (geom),y (geom),radius,x (center),y (center),thresh (respect),thresh (absolute),Mapped,cross15,fdr
0,6.0,2.0,1.131370849898476,5.0,2.0,1.6755869181665088,131.54452536304584,,True,-1.128758112874213
1,45.0,39.0,1.131370849898476,44.0,39.0,1.2859419147725015,82.18671244777903,,False,0.01145701136383459
2,52.0,46.0,1.131370849898476,52.0,46.0,1.730590708692262,92.74079252808286,,False,0.0759338894856395
3,70.0,57.0,1.131370849898476,70.0,57.0,1.873595869004753,83.75946396300412,,True,0.15601443052543007
4,80.0,69.0,1.131370849898476,80.0,69.0,1.2828523989758571,74.96584439571346,,True,-0.014057531810354629
5,88.0,80.0,1.131370849898476,88.0,80.0,1.9124110711146247,93.79974317062498,,True,0.03502841144718394
6,93.0,88.0,1.131370849898476,93.0,88.0,1.4611564096870064,88.44203704507035,,False,0.01145701136383459
7,77.0,73.0,1.131370849898476,77.0,72.0,1.0651231418722513,110.96422527838708,,True,0.01145701136383459
8,83.0,72.0,1.131370849898476,82.0,72.0,1.3384549166433444,89.68733340526231,,True,0.23132836570240112
9,105.0,93.0,1.131370849898476,104.0,93.0,1.3785618589193935,76.7680886922136,,False,-0.014057531810354629
10,106.0,96.0,1.131370849898476,106.0,96.0,1.8362847571825691,92.766311486536,,False,0.23132836570240112
11,114.0,107.0,1.131370849898476,113.0,107.0,1.6024700057462362,90.44237399208735,,False,0.0759338894856395
12,124.0,114.0,1.131370849898476,124.0,114.0,1.9889100416906063,135.58586184965233,,False,0.23132836570240112
13,134.0,124.0,1.131370849898476,134.0,124.0,1.1730757900662094,75.036799272629,,False,0.23132836570240112
14,150.0,139.0,1.131370849898476,150.0,139.0,1.2026055892226262,71.41928925218318,,False,-0.014057531810354629
15,159.0,150.0,1.131370849898476,159.0,150.0,2.136337461242846,115.93110718867617,,False,-0.24285432185861433
16,169.0,160.0,1.131370849898476,169.0,159.0,1.1300646303592716,110.77142993461189,,False,0.23132836570240112
17,179.0,170.0,1.131370849898476,179.0,170.0,1.7807175222957388,130.93236636380217,,False,-0.24285432185861433
18,193.0,189.0,1.131370849898476,193.0,189.0,1.7922763430981836,102.68480080297591,,True,0.29273436529445584
19,203.0,197.0,1.0525789514234036,203.0,197.0,1.6126721688570647,99.68300142679685,,True,0.0759338894856395
20,197.0,186.0,1.131370849898476,197.0,186.0,1.2730027350374893,112.82491559552379,,True,-0.014057531810354629
21,186.0,179.0,1.131370849898476,185.0,179.0,1.3936667333118664,153.86622618434484,,False,0.0759338894856395
22,217.0,206.0,1.131370849898476,217.0,206.0,1.3963576005667495,92.76062982925355,,True,-0.014057531810354629
23,234.0,230.0,1.131370849898476,234.0,230.0,1.6628945042803625,114.69217628333412,,True,0.29273436529445584
24,234.0,224.0,1.131370849898476,234.0,223.0,1.2768538040333641,96.78036195786682,,True,-0.014057531810354629
25,230.0,223.0,1.0525789514234036,230.0,223.0,1.1360291365312278,64.46367419672978,,True,-0.24280036893070456
26,223.0,218.0,1.131370849898476,223.0,217.0,1.080124902277388,102.98907164711781,,True,0.0759338894856395
27,245.0,234.0,1.0525789514234036,245.0,234.0,3.1425508086692178,81.29767849551764,,False,-0.014057531810354629
28,253.0,245.0,1.131370849898476,253.0,245.0,2.635578115377093,108.49378594088375,,False,0.03502841144718394
29,262.0,254.0,1.131370849898476,262.0,253.0,1.2474589023634843,73.36042872187824,,False,-0.24285432185861433
30,271.0,262.0,1.131370849898476,271.0,262.0,1.4867902554518013,80.71245004276699,,False,-0.24285432185861433
31,278.0,271.0,1.0525789514234036,278.0,271.0,1.8123643581588809,149.15899318577615,,True,-0.24280036893070456
32,287.0,277.0,1.131370849898476,287.0,276.0,1.6430680381503622,68.00529919725392,,True,-0.014057531810354629
33,296.0,280.0,1.131370849898476,296.0,280.0,2.5273105144413943,98.56314242512774,,True,-1.125685515605387
34,300.0,289.0,1.0525789514234036,300.0,289.0,1.4749019928657132,78.05299411504458,,True,-0.014057531810354629
35,296.0,289.0,1.131370849898476,296.0,289.0,1.0798024591263229,144.0438903237104,,True,-0.24280036893070456
36,306.0,296.0,1.0525789514234036,305.0,296.0,1.926649171524871,91.37265562416636,,True,-0.24285432185861433
37,315.0,306.0,1.131370849898476,315.0,306.0,2.5540563203205284,142.84320668554165,,True,-0.24285432185861433
38,326.0,316.0,1.131370849898476,326.0,316.0,1.806075087323696,157.59847099140046,,True,0.23132836570240112
39,335.0,325.0,1.131370849898476,335.0,325.0,2.483653545404622,68.55890552416895,,True,0.23132836570240112
40,338.0,327.0,1.131370849898476,338.0,326.0,1.1855622066850728,74.32047783245945,,True,0.029203333213104532
41,340.0,330.0,1.131370849898476,340.0,330.0,2.0584156810259064,121.3043362842583,,True,0.23132836570240112
42,345.0,340.0,1.131370849898476,345.0,340.0,7.416837601394373,141.1325126813846,,True,0.01145701136383459
43,364.0,356.0,1.131370849898476,363.0,356.0,1.2487839627240138,74.73228329442702,,False,-0.24280036893070456
44,368.0,360.0,1.0525789514234036,368.0,360.0,1.1800554182641145,71.83781982247915,,False,0.03502841144718394
45,356.0,346.0,1.131370849898476,356.0,346.0,1.5317702167279263,145.9813333577271,,True,0.23132836570240112
46,374.0,368.0,1.131370849898476,374.0,368.0,1.92624584131939,154.37698931338696,,False,0.0759338894856395
47,383.0,375.0,1.131370849898476,383.0,375.0,1.598862395843206,154.6075126805787,,False,0.03502841144718394
