,x (geom),y (geom),radius,x (center),y (center),thresh (respect),thresh (absolute),Mapped,cross15,fdr
0,15.0,3.0,1.131370849898476,15.0,3.0,1.8528070255535598,91.57365030268402,,True,0.10001167873691552
1,31.0,21.0,1.131370849898476,31.0,21.0,1.6679075938463281,102.37711847628235,,False,-0.3078885881139295
2,40.0,31.0,1.131370849898476,40.0,31.0,2.0647328387136046,95.44008959132606,,False,0.040635679421712645
3,50.0,46.0,1.131370849898476,50.0,46.0,1.9266280789581218,190.02421478895798,,False,0.36104516222705296
4,58.0,49.0,1.131370849898476,58.0,49.0,1.354707809692596,88.79018176332801,,False,0.040635679421712645
5,65.0,58.0,1.131370849898476,64.0,58.0,1.3103436489138123,88.62387165446731,,False,0.1316312791861557
6,91.0,80.0,1.131370849898476,91.0,80.0,1.2095730633869222,104.09634846610331,,False,0.08056025039821291
7,104.0,96.0,1.131370849898476,104.0,96.0,1.6759163823199275,114.47012051832475,,False,-0.10669121044041208
8,118.0,105.0,1.131370849898476,118.0,105.0,4.2271207232533445,135.88881545660536,,False,0.08042005274675057
9,135.0,124.0,1.0525789514234036,135.0,124.0,1.0450648239157152,95.12431991745088,,False,0.08056025039821291
10,140.0,135.0,1.131370849898476,140.0,135.0,2.0357833337337286,234.47327500897754,,False,-0.32809880147255877
11,168.0,156.0,1.131370849898476,168.0,156.0,1.315157452958866,68.03315418115287,,False,0.10001167873691552
12,184.0,178.0,1.131370849898476,184.0,178.0,1.8923811801014085,98.03447198705028,,False,0.1316312791861557
13,184.0,174.0,1.131370849898476,184.0,174.0,1.5989075859800936,65.51727629509973,,False,-0.3078885881139295
14,194.0,185.0,1.131370849898476,194.0,185.0,1.0670672113565445,111.79896370846085,,False,0.040635679421712645
15,217.0,210.0,1.131370849898476,216.0,210.0,1.5507966107190398,81.93778248848818,,False,0.1316312791861557
16,219.0,207.0,1.131370849898476,218.0,207.0,1.0028662810339757,66.2716466045807,,False,0.08056025039821291
17,222.0,210.0,1.0525789514234036,222.0,210.0,1.1731023778513057,69.56603531749676,,False,0.10001167873691552
18,229.0,224.0,1.131370849898476,229.0,224.0,1.693425134963574,101.94034635528104,,False,-0.32809880147255877
19,236.0,229.0,1.131370849898476,235.0,229.0,1.4418593223313891,81.61287798599932,,False,0.1316312791861557
20,251.0,243.0,1.131370849898476,251.0,242.0,1.526248171286331,120.96049344152584,,True,0.040635679421712645
21,243.0,236.0,1.131370849898476,243.0,236.0,1.394490897857542,213.2594636516725,,True,0.17888990274339212
22,255.0,251.0,1.131370849898476,255.0,251.0,4.184705747558255,173.14350875726788,,True,0.36104516222705296
