,x (geom),y (geom),radius,x (center),y (center),thresh (respect),thresh (absolute),Mapped,cross15,fdr
0,23.0,13.0,1.2551145366061218,23.0,13.0,0.8766027732079497,87.32191390042516,False,True,0.009144561579113586
1,29.0,12.0,1.0960155108391487,29.0,12.0,5.209838368681261,204.32051677079377,False,True,0.00810249947658781
2,9.0,2.0,1.2551145366061218,9.0,2.0,1.1981179723257687,110.73876804477055,False,True,0.10538401106480899
3,33.0,20.0,1.0960155108391487,33.0,20.0,14.451813196488411,170.75763393398532,False,True,0.19226789684742918
4,44.0,35.0,1.0429825022501578,44.0,35.0,5.118266795773976,114.86760632454002,False,True,-0.4304544671366677
5,50.0,36.0,1.1490485194281397,50.0,36.0,5.281885379464947,79.98042355290588,False,True,-0.06405682762246956
6,51.0,47.0,1.2020815280171309,51.0,47.0,10.245718253674466,255.0,False,True,0.33905176883736654
7,65.0,52.0,1.0429825022501578,65.0,52.0,19.267633690683873,89.25942470970662,False,True,0.19226789684742918
8,113.0,106.0,1.1490485194281397,113.0,106.0,1.1054490492632503,112.17429916341018,True,False,0.10538401106480899
9,122.0,113.0,1.3611805537841042,122.0,113.0,1.5123137776757583,103.04468804602412,True,False,-0.4304544671366677
10,161.0,153.0,1.1490485194281397,161.0,153.0,1.0457647262389822,103.00322111257235,False,False,0.21348715518237615
11,171.0,162.0,1.4142135623730951,170.0,161.0,1.1139478437699033,107.53265980070614,False,False,-0.4304544671366677
12,186.0,175.0,1.3611805537841042,186.0,175.0,2.0670904708836666,134.6047203436042,True,False,0.02146119864035645
13,193.0,187.0,1.4142135623730951,193.0,186.0,1.587327891188001,139.29415479566592,True,False,0.10538401106480899
14,208.0,200.0,1.2551145366061218,208.0,200.0,1.2504530888993997,88.55112281659837,True,False,0.21348715518237615
15,208.0,193.0,1.4142135623730951,208.0,193.0,2.725542037533171,86.76723405817076,True,False,0.2994015922480221
16,215.0,208.0,1.4142135623730951,215.0,208.0,1.2262308797531123,85.60356861426142,True,False,0.10538401106480899
17,250.0,238.0,1.1490485194281397,250.0,238.0,1.23219731845127,110.82680951104767,True,False,-0.10260815946058899
18,238.0,225.0,1.0429825022501578,238.0,225.0,1.567682849729357,133.03869631483448,True,False,0.19226789684742918
19,257.0,253.0,1.4142135623730951,257.0,253.0,3.9505194394168077,255.0,False,False,0.33905176883736654
20,281.0,274.0,1.3611805537841042,281.0,274.0,0.8457690743747556,165.86872238399334,True,False,0.10538401106480899
21,292.0,281.0,1.4142135623730951,292.0,281.0,1.9387278262399432,144.53889590487398,True,False,0.02146119864035645
22,305.0,292.0,1.4142135623730951,305.0,292.0,0.9861819961898467,112.19590521529045,True,False,0.19226789684742918
23,313.0,305.0,1.4142135623730951,313.0,305.0,1.3789944802220668,111.33518138429667,True,False,0.21348715518237615
24,323.0,314.0,1.4142135623730951,323.0,314.0,1.4611835558097046,102.25649262004384,False,True,-0.4304544671366677
25,338.0,332.0,1.4142135623730951,338.0,332.0,1.6438335250271368,103.81462698913664,False,True,0.07742855983871433
26,342.0,338.0,1.4142135623730951,342.0,338.0,4.750803153227449,71.14761915827728,False,True,0.33905176883736654
27,361.0,357.0,1.4142135623730951,360.0,357.0,1.959747281611388,103.83662937293839,False,True,0.1197385288818631
28,368.0,361.0,1.1490485194281397,368.0,361.0,1.8864591920847507,109.20774021709273,False,True,0.10538401106480899
29,374.0,367.0,1.4142135623730951,373.0,367.0,1.827918377309602,83.26647179050428,False,True,0.07742855983871433
30,373.0,361.0,1.2020815280171309,372.0,361.0,2.854239885784127,83.57548279335008,False,True,0.02146119864035645
31,383.0,373.0,1.308147545195113,383.0,373.0,1.6794458006783952,113.46251277721669,False,True,0.009144561579113586
32,393.0,383.0,1.4142135623730951,393.0,383.0,1.353604374120464,114.56130433566801,True,False,0.009144561579113586
33,410.0,403.0,1.3611805537841042,410.0,403.0,1.5212051839558047,147.73887939879015,True,False,0.10538401106480899
34,440.0,430.0,1.4142135623730951,439.0,430.0,0.7898992243313955,88.11474992259838,False,True,-0.4304544671366677
35,445.0,429.0,1.2551145366061218,445.0,429.0,1.0629037982152658,70.11735352405236,False,False,-2.1264949701346616
36,429.0,425.0,1.4142135623730951,429.0,424.0,1.2617240411351816,102.36417991493823,False,True,-1.7849810797992602
37,435.0,424.0,1.4142135623730951,435.0,424.0,1.7594436820076718,71.64632276626931,False,True,0.02146119864035645
38,445.0,424.0,1.4142135623730951,445.0,424.0,1.1469530059601838,75.97471100769212,False,False,0.7762772141615093
39,452.0,445.0,1.2020815280171309,452.0,445.0,1.2816959354094821,153.42821380440282,True,False,0.10538401106480899
40,458.0,452.0,1.0429825022501578,458.0,452.0,0.940688241521854,135.1939716480074,True,False,0.07742855983871433
41,489.0,480.0,1.2551145366061218,488.0,480.0,0.8159291884715283,74.53831446538572,False,True,0.21348715518237615
42,492.0,478.0,1.4142135623730951,492.0,477.0,0.9478381254923091,83.60890197540681,True,False,0.2994015922480221
43,502.0,496.0,1.4142135623730951,502.0,496.0,1.7751916173021682,121.78337138147342,True,False,0.07742855983871433
44,504.0,493.0,1.4142135623730951,503.0,493.0,1.0779063573417635,87.41388117790483,False,True,0.009144561579113586
45,514.0,504.0,1.4142135623730951,514.0,504.0,1.3327859575345629,184.53888998285765,True,False,0.009144561579113586
46,518.0,505.0,1.1490485194281397,518.0,505.0,0.9164783300315998,71.9016447818517,False,True,0.19226789684742918
47,527.0,520.0,1.4142135623730951,527.0,519.0,3.112032527057276,150.42528812393564,True,False,0.21348715518237615
48,537.0,527.0,1.4142135623730951,537.0,527.0,2.4314359400461374,89.90128211589372,False,True,0.009144561579113586
49,546.0,538.0,1.4142135623730951,546.0,538.0,1.381956969376264,113.72471152887456,False,False,0.21348715518237615
50,550.0,543.0,1.0429825022501578,550.0,543.0,1.392292465026214,79.30706189070274,False,False,0.10538401106480899
51,560.0,552.0,1.1490485194281397,560.0,552.0,1.1539104020443791,74.72840902811382,True,False,0.21348715518237615
52,573.0,569.0,1.4142135623730951,573.0,569.0,1.9490038440989952,86.9833516740054,False,False,0.33905176883736654
